,pid,lab,ml_e_p,ap_e_p,dv_e_p,ml_t_p,ap_t_p,dv_t_p,phi_p,theta_p,depth_p,ml_e_m,ap_e_m,dv_e_m,ml_t_m,ap_t_m,dv_t_m,phi_m,theta_m,depth_m,ml_e_e,ap_e_e,dv_e_e,ml_t_e,ap_t_e,dv_t_e,phi_e,theta_e,depth_e
405,d403c464-9d91-4338-b64b-81c299356972,mrsicflogellab,3926.000,8389.880,360.361,2809.790,8389.880,7009.883,0.000,10.000,6742.556,3913.000,8390.800,360.361,2966.617,8390.800,5998.179,0.000,10.000,5716.697,3750.000,8875.000,400.000,2532.657,9381.225,5393.774,22.580,14.789,5164.878
406,f083fcd5-e456-433d-8aa5-6ace0a7ac170,churchlandlab_ucla,4139.000,8343.882,332.000,5024.606,8343.882,5607.756,180.000,10.000,5349.570,4551.300,8463.293,-810.542,5437.010,8463.293,4465.834,180.000,10.000,5350.199,4225.000,9150.000,375.000,3721.532,9655.405,5312.195,45.110,8.222,4988.467
407,c872ca65-8319-4901-856e-7dc507e2dd9c,churchlandlab_ucla,4239.000,3031.095,332.000,5258.548,2865.709,4390.512,190.000,15.000,4187.881,4222.700,2821.067,-600.038,5267.762,2651.543,3560.038,190.000,15.000,4292.683,3950.000,3300.000,1575.000,5636.396,4384.948,6471.305,147.245,22.271,5291.016
408,bb7a5967-56ae-4193-920d-142710b4f07d,wittenlab,2292.000,6089.972,1309.941,1524.822,6089.972,5880.194,0.000,10.000,4634.196,2292.000,6089.972,1309.941,1524.822,6089.972,5880.194,0.000,10.000,4634.196,2800.000,6025.000,975.000,2211.174,6680.632,6513.238,48.073,9.041,5607.910
409,57acb640-4f64-4a89-bedf-69351a3aea75,danlab,6159.000,2870.101,1759.521,4824.908,2870.101,6343.154,0.000,17.000,4773.834,6159.000,2870.101,1759.521,4824.908,2870.101,6343.154,0.000,17.000,4773.834,6100.000,2700.000,1800.000,4723.627,3516.569,6458.069,30.680,18.961,4925.322
410,bebe7c8f-0f34-4c3a-8fbb-d2a5119d2961,danlab,3496.000,6319.963,659.731,4531.276,6319.963,4718.243,180.000,15.000,4188.474,3496.000,6319.963,659.731,4531.276,6319.963,4718.243,180.000,15.000,4188.474,3131.265,6277.738,775.000,4136.689,6720.140,3654.351,156.250,20.882,3081.762
411,a8adabd7-7979-4fcf-99e7-d9bd9d27896f,cortexlab,4926.000,4250.046,1059.941,3868.483,4250.046,7359.814,0.000,10.000,6388.016,4985.000,4249.126,-653.294,3996.612,4249.126,5234.760,0.000,10.000,5970.435,4950.000,4050.000,1075.000,4032.317,4405.424,7141.132,21.172,9.215,6145.439
412,fe380793-8035-414e-b000-09bfe5ece92a,zadorlab,2301.000,6549.954,1159.731,1453.250,6549.954,6209.974,0.000,10.000,5120.902,2201.900,6601.104,2062.987,1460.665,6601.104,6478.692,0.000,10.000,4477.485,1875.000,6900.000,1350.000,1217.511,7602.667,5122.928,46.902,14.309,3893.716
413,f9d783f9-7d2e-4b53-83f7-9409f788cbca,zadorlab,2175.000,6319.963,1360.361,3210.276,6319.963,5418.873,180.000,15.000,4188.474,2159.000,6331.095,2248.282,3184.441,6331.095,6268.238,180.000,15.000,4148.684,1800.000,6875.000,1425.000,2988.943,7643.638,5042.240,147.118,21.375,3884.432
414,b3065f45-7227-4099-9f8c-7e81e677d8cf,zadorlab,3826.000,10229.807,1860.361,3035.380,10229.807,6570.266,0.000,10.000,4775.802,3824.000,10231.095,2776.958,3054.461,10231.095,7361.279,0.000,10.000,4648.461,3825.000,11475.000,1200.000,3282.649,11522.839,5141.289,5.041,7.865,3978.718
415,d1d9defc-6f73-489f-9f14-2c0b5e970b2d,zadorlab,2826.000,4710.028,1559.941,2075.319,4710.028,6031.920,0.000,10.000,4534.547,2917.000,4654.186,1112.462,2066.471,4654.186,6179.257,0.000,10.000,5137.685,2650.000,4500.000,1725.000,2475.141,5068.598,6095.161,72.906,7.752,4410.463
416,920865d3-1581-4e81-bd63-ab2186024564,zadorlab,3085.000,4480.037,1558.891,4120.276,4480.037,5617.403,180.000,15.000,4188.474,3076.300,4448.114,1170.025,4110.903,4448.114,5225.899,180.000,15.000,4185.752,2875.000,4500.000,1600.000,4084.336,4742.708,5071.878,168.652,19.559,3684.473
417,46630957-63fd-4d0d-a2ba-8766f0796db8,wittenlab,2309.000,7009.936,1060.992,1419.400,7009.936,6360.540,0.000,10.000,5373.695,2581.700,6756.394,1313.092,1698.352,6756.394,6575.400,0.000,10.000,5335.934,2750.000,6725.000,825.000,2013.265,6913.446,7490.523,14.348,6.509,6708.762
418,39180bcb-13e5-46f9-89e1-8ea2cba22105,mrsicflogellab,2851.000,6549.954,860.361,1826.997,6549.954,6960.583,0.000,10.000,6185.571,3008.000,6598.712,860.361,2070.126,6598.712,6447.490,0.000,10.000,5665.299,3500.000,7100.000,475.000,2524.592,6816.126,5688.997,-16.227,11.025,5312.040
419,2201eb05-aebe-4bda-905e-b5cc1baf3840,mrsicflogellab,6571.000,10919.779,1160.782,7606.276,10919.779,5219.293,180.000,15.000,4188.474,6639.000,10868.261,1160.782,7674.276,10868.261,5219.293,180.000,15.000,4188.474,7675.000,11500.000,1250.000,7945.043,11701.835,5152.824,143.225,4.937,3917.358
420,2a7caaa4-1710-49a1-ade4-db0a986ae6f5,hoferlab,4466.000,4021.895,1397.126,5514.476,4021.895,5507.384,180.000,15.000,4241.877,4458.000,4020.055,1210.151,5493.276,4020.055,5268.663,180.000,15.000,4188.474,4133.130,3504.685,1425.000,5233.242,4154.574,5234.289,149.428,18.543,4017.870
421,63679ae2-6c87-495b-b888-a7273e545636,danlab,3225.000,10459.798,2306.790,4260.276,10459.798,6365.302,180.000,15.000,4188.474,3225.000,10459.798,2306.790,4260.276,10459.798,6365.302,180.000,15.000,4188.474,3375.000,11100.000,1375.000,4405.283,11099.000,5636.073,-179.944,13.593,4383.860
422,ca073754-be17-43b7-a38a-0c1e5563ff32,mainenlab,4935.000,6549.954,360.361,3793.611,6549.954,7159.880,0.000,10.000,6894.651,4938.000,6550.874,659.731,3796.611,6550.874,7459.249,0.000,10.000,6894.651,4875.000,6925.000,250.000,4040.540,6840.731,6561.764,-5.767,7.569,6367.244
423,2ce1d485-ebce-41a2-a5ce-aa109d5a13a3,mainenlab,4458.000,3100.092,1559.941,5493.276,3100.092,5618.453,180.000,15.000,4188.474,4457.000,3099.172,1327.798,5492.276,3099.172,5386.310,180.000,15.000,4188.474,4325.000,3125.000,1525.000,5209.530,3759.817,6018.113,144.333,13.621,4623.143
424,9f78a787-c6d5-4e51-b4fb-1552e81eccd5,danlab,3047.000,6319.963,860.361,4082.276,6319.963,4918.873,180.000,15.000,4188.474,3047.000,6319.963,860.361,4082.276,6319.963,4918.873,180.000,15.000,4188.474,3200.000,6175.000,750.000,4699.153,6459.935,4855.663,169.238,20.389,4380.082
425,ccb501d1-a4fa-41c6-819e-54aaf74d439d,danlab,4445.000,6779.945,360.361,5480.276,6779.945,4418.873,180.000,15.000,4188.474,4445.000,6779.945,360.361,5480.276,6779.945,4418.873,180.000,15.000,4188.474,4358.269,6808.558,325.000,5253.799,7188.023,4389.467,157.036,13.458,4179.218
426,8ca1a850-26ef-42be-8b28-c2e2d12f06d6,zadorlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3699.400,6955.658,941.769,4658.040,6955.658,4699.849,180.000,15.000,3878.422,3302.556,6873.393,575.000,4326.285,7071.539,3983.879,169.046,17.008,3564.791
427,cb1c4327-5f5e-4286-85ed-840c85e82792,mrsicflogellab,7484.000,11149.770,1260.571,6451.662,11149.770,7410.448,0.000,10.000,6235.920,7480.000,11142.410,2910.782,6577.029,11142.410,8289.984,0.000,10.000,5454.463,7625.000,11950.000,1450.000,6741.914,12750.279,7374.448,42.184,11.374,6043.126
428,54c8f5de-83d7-49b9-9b4c-67fe0f07289b,zadorlab,2162.000,8159.890,1110.361,3197.276,8159.890,5168.873,180.000,15.000,4188.474,2156.500,8158.418,1546.076,3122.904,8158.418,5334.595,180.000,15.000,3909.836,2225.000,8725.000,1050.000,2896.963,8634.184,4653.853,-172.303,10.656,3667.089
429,91fb4ed3-ee27-4d7e-ba5d-f61202ed9884,zadorlab,1742.000,8389.880,1460.151,1025.180,8389.880,5730.410,0.000,10.000,4330.005,1859.200,8352.530,1624.647,1138.560,8352.530,5917.664,0.000,10.000,4353.081,1975.000,8800.000,1250.000,1502.435,8943.753,5860.609,16.920,6.115,4636.992
430,7c11adc6-adbd-484f-8ae9-13946285e3f8,angelakilab,8859.000,10689.788,2110.361,8078.451,10689.788,6760.268,0.000,10.000,4714.964,8687.300,10555.566,2066.979,7961.659,10555.566,6389.788,0.000,10.000,4383.291,8850.000,10875.000,2075.000,8058.384,11077.262,7078.762,14.333,9.274,5070.030
431,e4632651-5ba7-48a7-86db-5298b45a5bac,angelakilab,3945.000,9999.816,909.731,4980.276,9999.816,4968.243,180.000,15.000,4188.474,3944.900,9999.816,1074.122,4980.176,9999.816,5132.634,180.000,15.000,4188.474,4250.000,10650.000,1250.000,4962.544,10212.749,5580.671,-148.465,10.926,4410.626
432,a63a7248-9393-478b-9478-64f421ef5eb8,angelakilab,4939.000,6319.963,435.992,5974.276,6319.963,4494.503,180.000,15.000,4188.474,4969.500,6248.298,405.214,6004.750,6248.298,4463.625,180.000,15.000,4188.369,4725.000,6775.000,300.000,5437.583,6472.273,4284.873,-156.983,10.995,4059.388
433,aeb06797-fddf-4ad2-b0ef-dd1b0f54d034,angelakilab,6232.000,8849.862,409.731,4383.626,8849.862,6760.318,0.000,17.000,6614.109,6232.000,8849.862,866.349,4553.143,8849.862,6634.514,0.000,17.000,6007.519,6200.000,8975.000,425.000,4210.938,9694.211,6336.499,19.879,19.687,6278.491
434,d14f70e6-bf7b-4d6d-a380-bfd0a46ed7a1,zadorlab,4939.000,8389.880,285.782,4020.054,8389.880,5760.154,0.000,10.000,5550.965,4834.700,8311.316,114.668,3821.828,8311.316,6148.581,0.000,10.000,6118.334,4825.000,8275.000,175.000,4387.765,8581.984,5316.241,35.073,5.932,5168.923
435,180d278e-1a49-42da-a624-24aa14b57a4e,zadorlab,4939.000,7699.908,235.361,5974.276,7699.908,4293.873,180.000,15.000,4188.474,4785.100,7716.743,341.559,5807.202,7716.743,4348.426,180.000,15.000,4135.176,4800.000,7875.000,175.000,5515.253,7938.906,3848.685,174.894,11.060,3743.211
436,b83407f8-8220-46f9-9b90-a4c9f150c572,churchlandlab_ucla,3496.000,7239.926,332.000,4531.276,7239.926,4390.512,180.000,15.000,4188.474,3483.200,7254.738,-912.748,4583.362,7254.738,3400.131,180.000,15.000,4450.987,3550.000,8050.000,400.000,4650.727,9083.557,4146.816,136.803,21.949,4039.613
437,143dd7cf-6a47-47a1-906d-927ad7fe9117,mrsicflogellab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3526.000,7223.367,509.521,4535.394,7223.367,4466.570,180.000,15.000,4083.762,3350.000,7475.000,475.000,3902.112,8091.847,4249.491,131.830,12.371,3864.209
438,3a37fb5c-3e96-4a0e-ac63-2eeec6744588,mrsicflogellab,6039.000,11379.761,935.992,7074.276,11379.761,4994.503,180.000,15.000,4188.474,6033.000,11240.846,2204.899,7068.276,11240.846,6263.411,180.000,15.000,4188.474,6150.000,12200.000,1200.000,7278.033,12904.835,5781.100,148.001,16.191,4770.296
439,6358854e-51d2-47de-a278-5cbfd155feb6,churchlandlab_ucla,4539.000,3514.075,332.000,3205.121,3514.075,4181.581,0.000,20.000,4074.127,4518.600,3391.076,-252.559,3094.497,3391.076,3857.412,0.000,20.000,4349.705,4175.000,3650.000,1350.000,5753.466,4635.274,4959.420,148.028,27.272,4060.817
440,94e948c1-f7be-4868-893a-f7cd2df3313e,churchlandlab_ucla,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3513.400,7273.781,-4604.975,3513.400,7273.781,-4604.975,0.000,15.000,0.000,3475.000,8350.000,425.000,4478.592,8354.151,5236.127,179.763,11.783,4914.688
441,38124fca-a0ac-4b58-8e8b-84a2357850e6,mainenlab,4445.000,6319.963,460.151,5480.276,6319.963,4518.663,180.000,15.000,4188.474,4441.000,6320.883,981.160,5476.535,6320.883,5040.686,180.000,15.000,4189.521,4275.000,6450.000,400.000,5634.648,6756.828,4777.465,167.283,17.662,4594.016
442,d258bca2-bf18-4491-8d57-5322f705caec,danlab,3547.000,4020.055,1559.941,4582.276,4020.055,5618.453,180.000,15.000,4188.474,3547.000,4020.055,1559.941,4582.276,4020.055,5618.453,180.000,15.000,4188.474,3489.150,3599.870,1675.000,4782.790,4363.099,5293.429,149.460,22.543,3917.786
443,091392a5-73f6-40f3-8552-fa917cf96deb,danlab,6217.000,6089.972,510.571,4339.681,6089.972,6960.606,0.000,17.000,6717.683,6217.000,6089.972,510.571,4704.854,6089.972,5705.958,0.000,17.000,5410.973,6225.000,5875.000,525.000,5046.929,6922.669,5159.167,41.647,18.788,4894.994
444,7587e3bb-dd11-4853-b48b-feab0b56ae05,angelakilab,4935.000,10229.807,1210.151,3953.020,10229.807,7060.033,0.000,10.000,5931.729,4934.900,10229.807,936.727,3952.920,10229.807,6786.609,0.000,10.000,5931.729,5100.000,10775.000,1125.000,3904.384,11345.795,6406.562,25.520,14.082,5445.200
445,4e6dfe08-cab0-4a05-903b-94283cb9f8e7,angelakilab,5022.000,9999.816,1210.151,6057.276,9999.816,5268.663,180.000,15.000,4188.474,5022.000,9999.632,990.508,6057.302,9999.632,5049.122,180.000,15.000,4188.579,5275.000,10775.000,1175.000,5764.958,10667.357,4877.830,-167.609,7.715,3736.656
446,b98f6b89-3de4-4295-be1c-59e465de1e32,cortexlab,2292.000,6089.972,1309.941,1524.822,6089.972,5880.194,0.000,10.000,4634.196,2277.100,6095.400,-527.979,1525.985,6095.400,3946.586,0.000,10.000,4537.169,2100.000,5875.000,1450.000,1837.926,6154.367,5941.120,46.829,4.875,4507.425
447,10ef1dcd-093c-4839-8f38-90a25edefb49,cortexlab,4945.000,9079.853,409.731,5980.276,9079.853,4468.243,180.000,15.000,4188.474,5001.500,9080.037,-697.412,6036.906,9080.037,3361.607,180.000,15.000,4188.998,4625.000,9400.000,475.000,5512.948,9832.433,4789.794,154.034,12.893,4426.386
448,05ccc92c-fcb0-4e92-84d3-de033890c7a8,mainenlab,2859.000,7469.917,710.151,1784.812,7469.917,7109.333,0.000,10.000,6488.713,3125.000,7350.322,1202.798,2166.288,7350.322,6914.063,0.000,10.000,5791.172,2550.000,6950.000,875.000,2166.913,7294.333,5874.959,41.950,5.882,5026.421
449,e31b4e39-e350-47a9-aca4-72496d99ff2a,mainenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3539.000,7432.199,1921.286,4574.276,7432.199,5979.798,180.000,15.000,4188.474,3150.000,7450.000,550.000,4493.623,7659.002,5329.531,171.158,15.881,4969.197
450,39883ded-f5a2-4f4f-a98e-fb138eb8433e,mainenlab,7975.000,11609.752,1416.034,6977.218,11609.752,7360.052,0.000,10.000,6027.182,7956.000,11612.511,1895.025,7035.491,11612.511,7378.708,0.000,10.000,5560.406,7625.000,11675.000,1275.000,6125.203,11513.849,6865.264,-6.133,15.101,5790.199
451,b25799a5-09e8-4656-9c1b-44bc9cbb5279,wittenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3556.000,7278.565,976.958,4591.276,7278.565,5035.470,180.000,15.000,4188.474,3925.000,7100.000,375.000,4214.329,7541.916,4487.714,123.213,7.319,4146.494
452,07abb39b-063b-4ef8-b3ab-963c6a1b5cc5,danlab,3958.000,8619.871,360.361,4993.276,8619.871,4418.873,180.000,15.000,4188.474,3958.000,8619.871,360.361,4993.276,8619.871,4418.873,180.000,15.000,4188.474,3977.294,8862.513,350.000,4959.268,9028.245,5055.910,170.420,11.949,4810.128
453,8ab470cc-de5a-4d65-92bd-9a25fbe6d07d,mainenlab,3496.000,7699.908,460.151,4531.276,7699.908,4518.663,180.000,15.000,4188.474,3498.000,7701.748,726.958,1711.901,7701.748,6863.582,0.000,17.000,6391.267,3350.000,7875.000,475.000,4678.432,8559.076,5139.699,152.754,17.762,4898.174
454,fe6507ed-7725-467a-9d46-1101c32df1ca,mainenlab,6717.000,6089.972,510.571,4774.775,6089.972,7183.610,0.000,17.000,6949.941,6713.000,6089.052,541.034,7748.535,6089.052,4600.560,180.000,15.000,4189.521,6472.785,6380.214,375.000,4477.777,6827.992,6726.291,12.650,17.845,6672.290
455,507b20cf-4ab0-4f55-9a81-88b02839d127,cortexlab,2826.000,4710.028,1559.941,2075.319,4710.028,6031.920,0.000,10.000,4534.547,2814.200,4701.748,-1017.790,2075.848,4701.748,3380.742,0.000,10.000,4460.073,3050.000,4650.000,1425.000,3002.583,4651.000,6652.718,1.208,0.520,5227.933
456,f2a098e7-a67e-4125-92d8-36fc6b606c45,cortexlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3385.000,7550.874,100.908,4420.354,7550.874,4159.724,180.000,15.000,4188.788,3475.000,7575.000,425.000,4577.093,7970.628,4655.869,160.253,15.470,4389.918
457,f9656eee-141c-453d-a016-4aba68f674dc,churchlandlab,2851.000,6549.954,860.361,1826.997,6549.954,6960.583,0.000,10.000,6185.571,2931.700,6533.947,780.529,1856.158,6533.947,7187.780,0.000,10.000,6496.895,2438.561,7378.955,875.000,2070.261,6914.355,6778.260,-51.595,5.735,5932.957
458,0eb65305-bb95-4bf1-a154-1b810c0cff25,churchlandlab,2598.000,6779.945,960.151,3633.276,6779.945,5018.663,180.000,15.000,4188.474,2598.600,6831.739,893.555,3658.257,6831.739,5047.644,180.000,15.000,4287.113,2384.595,7666.292,875.000,3682.236,7439.997,4682.212,-170.108,19.085,4028.640
459,b549e337-acc5-4837-9c56-e53b173fe5fe,wittenlab,4926.000,3790.064,1210.151,3960.863,3790.064,6959.691,0.000,10.000,5829.982,4728.900,3409.384,-306.655,3768.973,3409.384,5411.850,0.000,10.000,5798.514,4625.000,2675.000,1675.000,4155.714,3865.782,5870.560,68.491,16.965,4386.447
460,e070023a-2a5d-4398-ad66-f9ed5d517ad1,churchlandlab,7459.000,10689.788,1510.571,6485.528,10689.788,7309.765,0.000,10.000,5880.331,7459.000,10571.113,1492.504,6537.657,10571.113,6981.152,0.000,10.000,5565.441,7525.000,11375.000,1175.000,6642.968,11774.398,6461.715,24.362,10.379,5374.650
461,d8dae4d0-e11d-4b4d-8bd9-103c13491eb7,zadorlab,4445.000,6779.945,360.361,5480.276,6779.945,4418.873,180.000,15.000,4188.474,4634.400,6657.590,1031.580,5669.624,6657.590,5089.889,180.000,15.000,4188.265,4500.000,6825.000,325.000,5439.251,7501.147,4394.650,144.251,15.874,4231.007
462,4b93a168-0f3b-4124-88fa-a57046ca70e1,mrsicflogellab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3404.000,7170.009,1193.345,4457.394,7170.009,5322.880,180.000,15.000,4261.772,3112.160,7867.267,550.000,4225.245,8240.535,4549.152,161.461,16.360,4167.913
463,642a3373-6fee-4f2a-b8d6-38dd42ada763,mrsicflogellab,7982.000,7239.926,509.521,6946.724,7239.926,4568.033,0.000,15.000,4188.474,7973.000,7239.926,1315.193,6919.606,7239.926,5444.729,0.000,15.000,4261.772,7950.000,7825.000,425.000,6844.827,8302.655,4602.972,23.374,16.076,4347.990
464,44fc463b-405f-4048-9242-ac018b9f50f7,danlab,3496.000,6779.945,559.941,4531.276,6779.945,4618.453,180.000,15.000,4188.474,3496.000,6779.945,559.941,4531.276,6779.945,4618.453,180.000,15.000,4188.474,3225.000,6850.000,600.000,4251.861,7371.815,4483.022,153.062,16.522,4050.258
465,9dff5593-e781-41a3-a6f9-20d06085e4f8,angelakilab,6217.000,4710.028,960.151,4339.681,4710.028,7410.186,0.000,17.000,6717.683,6217.100,4710.028,960.151,4471.407,4710.028,6957.950,0.000,17.000,6246.682,7200.000,11675.000,1200.000,8209.245,11704.534,5381.344,178.324,13.575,4301.521
466,298e2a70-9801-45f0-b91c-d6bb9718427e,angelakilab,4939.000,4020.055,1135.571,5974.276,4020.055,5194.083,180.000,15.000,4188.474,4938.800,4019.779,1135.676,5974.076,4019.779,5194.188,180.000,15.000,4188.474,7200.000,11675.000,1200.000,8209.245,11704.534,5381.344,178.324,13.575,4301.521
467,2e720cee-05cc-440e-a24b-13794b1ac01d,churchlandlab_ucla,3279.000,8872.861,332.000,4320.889,8872.861,6538.772,180.000,10.000,6293.612,3379.600,8589.052,-2333.231,4421.363,8589.052,3872.792,180.000,10.000,6292.852,2950.000,9250.000,775.000,5256.838,11711.594,6311.342,133.141,31.356,6483.211
468,f967a527-257f-404a-871d-b91575dca3b4,churchlandlab_ucla,3047.000,6319.963,332.000,4082.276,6319.963,4390.512,180.000,15.000,4188.474,3184.800,6313.155,-455.395,4272.099,6313.155,3807.057,180.000,15.000,4398.945,3350.000,6350.000,650.000,4513.240,6811.301,4520.981,158.368,17.914,4068.220
469,2d544e7f-c8af-46b5-aaa0-caf0ad4d63a1,mainenlab,7609.000,11379.761,1211.202,8644.276,11379.761,5269.714,180.000,15.000,4188.474,7622.000,11468.997,1430.739,8657.276,11468.997,5489.251,180.000,15.000,4188.474,7200.000,11675.000,1200.000,8209.245,11704.534,5381.344,178.324,13.575,4301.521
470,64f4afa4-ec5f-4ad6-ab28-415a9a8098ed,mainenlab,2859.000,7929.899,710.151,1801.483,7929.899,7010.024,0.000,10.000,6388.016,3125.000,7915.179,1689.143,2165.767,7915.179,7403.511,0.000,10.000,5794.318,2900.000,8275.000,625.000,1971.475,8322.510,6243.282,2.929,9.396,5694.691
471,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,3971.000,4940.018,1010.571,5006.276,4940.018,5069.083,180.000,15.000,4188.474,4037.700,5814.719,1692.189,5072.950,5814.719,5750.599,180.000,15.000,4188.369,3950.000,4900.000,975.000,4763.127,5427.308,5522.265,147.037,12.031,4649.392
472,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,6217.000,5170.009,809.941,4296.118,5170.009,7409.649,0.000,17.000,6873.568,6217.000,5170.009,1051.748,4296.118,5170.009,7651.456,0.000,17.000,6873.568,5900.000,5000.000,1000.000,4432.779,6474.225,6657.638,45.136,20.185,6027.848
473,695476f6-4c14-4a2f-b658-948514629079,danlab,2598.000,5859.982,1210.151,3633.276,5859.982,5268.663,180.000,15.000,4188.474,2598.000,5859.982,1210.151,3633.276,5859.982,5268.663,180.000,15.000,4188.474,2625.000,5900.000,1125.000,3870.626,6651.204,4713.218,148.907,22.067,3871.848
474,4755877d-fd14-42b3-bc15-e1996d153015,danlab,6717.000,4250.046,1059.941,4912.482,4250.046,7259.850,0.000,17.000,6457.178,6717.000,4250.046,1059.941,5079.718,4250.046,6685.263,0.000,17.000,5858.749,6125.000,3850.000,1225.000,4954.331,4610.134,6426.527,32.996,15.021,5385.550
475,e10a7a75-4740-41d1-82bb-7696ed14c442,churchlandlab,7520.000,9079.853,460.151,6484.724,9079.853,4518.663,0.000,15.000,4188.474,7534.900,8762.466,522.546,6432.978,8762.466,4842.325,0.000,15.000,4458.107,7806.800,9522.281,625.000,6612.497,9294.151,4534.680,-10.814,17.276,4094.387
476,ac680ec5-6f89-4739-9848-9d76fc0e017f,churchlandlab,3958.000,9079.853,460.151,4993.276,9079.853,4518.663,180.000,15.000,4188.474,3987.100,8639.466,516.139,5122.306,8639.466,4966.398,180.000,15.000,4592.767,4225.000,9625.000,575.000,5132.886,9278.294,4718.564,-159.099,13.200,4256.005
477,511afaa5-fdc4-4166-b4c0-4629ec5e652e,angelakilab,8762.000,11379.761,1809.941,9797.276,11379.761,5868.453,180.000,15.000,4188.474,8670.100,11247.562,3365.718,9115.010,11247.562,5109.864,180.000,15.000,1799.997,8100.000,12175.000,1800.000,9211.042,12276.400,3258.638,174.785,37.411,1836.388
478,decc8d40-cf74-4263-ae9d-a0cc68b47e86,angelakilab,4926.000,4250.046,1059.941,3868.483,4250.046,7359.814,0.000,10.000,6388.016,4733.300,4302.944,934.941,4037.231,4302.944,5081.582,0.000,10.000,4204.657,4475.000,4675.000,950.000,4209.520,4936.441,4462.898,44.561,6.055,3532.603
479,523f8301-4f56-4faf-ab33-a9ff11331118,mainenlab,3496.000,7239.926,509.521,4531.276,7239.926,4568.033,180.000,15.000,4188.474,3478.000,7153.450,1075.697,4513.276,7153.450,5134.209,180.000,15.000,4188.474,3075.000,7475.000,575.000,4346.756,7753.754,4487.424,167.637,18.406,4123.363
480,ae03524f-e493-4077-99b1-588244de9a98,mainenlab,6232.000,7009.936,309.941,4398.245,7009.936,6610.302,0.000,17.000,6561.799,6340.000,7009.016,1121.916,4527.295,7009.016,7349.951,0.000,17.000,6486.472,5950.000,7400.000,375.000,4570.134,7836.933,6276.607,17.570,13.780,6076.504
481,04c9890f-2276-4c20-854f-305ff5c9b6cf,mrsicflogellab,6203.000,10229.807,1309.941,4485.901,10229.807,7209.498,0.000,17.000,6144.363,6197.000,10000.736,2937.042,4501.536,10000.736,8762.264,0.000,17.000,6066.944,6115.821,10845.697,1075.000,5163.085,11764.217,7002.650,43.952,12.585,6073.584
482,3e7618b8-34ca-4e48-ba3a-0e0f88a43131,mrsicflogellab,2175.000,6319.963,1360.361,3210.276,6319.963,5418.873,180.000,15.000,4188.474,2225.000,6411.960,1103.008,3261.053,6411.960,5164.564,180.000,15.000,4191.615,2044.002,6898.687,1200.000,3403.244,7312.574,4818.004,163.065,21.441,3887.003
483,0143d3fe-79c2-4922-8332-62c3e4e0ba85,mrsicflogellab,4439.000,8389.880,285.782,3419.338,8389.880,6360.142,0.000,10.000,6159.348,4452.000,8378.841,828.849,3661.901,8378.841,5535.651,0.000,10.000,4772.655,4389.560,8835.049,275.000,3512.563,8915.560,4894.939,5.245,10.793,4703.131
484,f3988aec-b8c7-47d9-b1a0-5334eed7f92c,mrsicflogellab,8160.000,10919.779,1510.571,9195.276,10919.779,5569.083,180.000,15.000,4188.474,8159.000,10894.940,1510.571,8806.048,10894.940,4047.141,180.000,15.000,2617.796,8450.000,12025.000,1925.000,8951.513,12051.177,5081.627,177.012,9.040,3196.325
485,a4d9d9d5-6ea3-4234-aa28-e064e83626fa,danlab,3496.000,8619.871,509.521,4531.276,8619.871,4568.033,180.000,15.000,4188.474,3496.000,8619.871,509.521,4531.276,8619.871,4568.033,180.000,15.000,4188.474,3475.000,8575.000,450.000,3943.543,8576.150,4601.315,179.859,6.440,4177.673
486,a3ebc7f4-813a-4f06-a33e-9825c878f9c2,danlab,6739.000,8849.862,385.571,4854.664,8849.862,6859.714,0.000,17.000,6742.792,6739.000,8849.862,385.571,4926.295,8849.862,6613.607,0.000,17.000,6486.472,6700.000,9275.000,425.000,4550.479,9604.059,6801.907,8.704,18.830,6737.482
487,e8129a86-b5a9-4d2e-9e9c-09689c9bf0b3,cortexlab,4435.000,7469.917,260.571,3285.275,7469.917,7109.744,0.000,10.000,6945.000,4456.000,7444.158,438.092,3353.681,7444.158,7004.857,0.000,10.000,6658.641,4471.334,7498.131,225.000,3206.936,7586.751,6931.194,4.009,10.703,6824.924
488,adca9242-0725-41d4-8eb1-5655a464431d,cortexlab,4939.000,4480.037,985.361,5974.276,4480.037,5043.873,180.000,15.000,4188.474,4950.000,4413.799,332.000,5985.535,4413.799,4391.527,180.000,15.000,4189.521,4900.000,4150.000,1075.000,5535.037,5073.506,5252.946,124.514,15.017,4325.664
